batch_path,label,case_id,final_iteration,convergence_iteration,converged,final_overshoot,final_steady_state_error,demonstration_protocol,stop_reason,analysis_horizon,failed_next_llm_call,max_iterations
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_062_example_K_0.72_T_538,1,1.0,True,13.602000000000004,0.00047000000000796405,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_063_example_K_0.43_T_307,1,,False,19.754000000000005,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_064_example_K_0.67_T_499,1,1.0,True,0.0,0.010990000000010713,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_065_example_K_0.65_T_227,1,,False,25.77499999999999,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_066_example_K_0.28_T_259,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_067_example_K_0.34_T_397,1,1.0,True,2.4229999999999974,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_068_example_K_0.28_T_259,1,,False,19.016999999999996,0.0,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_069_example_K_0.70_T_133,1,,False,61.195,0.0,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_070_example_K_0.83_T_443,1,1.0,True,4.580999999999991,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_071_example_K_0.51_T_369,1,1.0,True,0.0,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_072_example_K_0.39_T_486,1,1.0,True,10.386000000000006,0.010389999999982358,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_073_example_K_0.83_T_203,1,,False,29.384999999999994,0.0,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_074_example_K_0.31_T_271,1,1.0,True,0.0,0.036569999999958025,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_075_example_K_0.31_T_271,1,,False,31.23100000000001,0.0,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_076_example_K_0.89_T_171,1,1.0,True,0.0,0.03310000000000812,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_077_example_K_0.84_T_472,1,1.0,True,0.5970000000000031,4.0000000001150227e-05,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_078_example_K_0.29_T_454,1,,False,17.379999999999995,0.000929999999987885,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_079_example_K_0.53_T_268,1,,False,68.76100000000001,0.0,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_080_example_K_0.59_T_523,1,,False,17.344000000000005,0.005969999999977382,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_081_example_K_0.86_T_523,1,,False,0.0,1.3019599999999798,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_082_example_K_0.47_T_106,1,1.0,True,12.877000000000006,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_083_example_K_0.86_T_523,1,,False,27.21800000000001,0.002979999999996874,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_084_example_K_0.34_T_396,1,1.0,True,0.0,0.7086799999999838,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_085_example_K_0.48_T_451,1,,False,15.168000000000003,0.0,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_086_example_K_0.21_T_598,1,,False,0.0,2.9284899999999947,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_087_example_K_0.76_T_430,1,1.0,True,0.5910000000000082,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_088_example_K_0.47_T_401,1,,False,28.94300000000001,0.031639999999999446,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_089_example_K_0.54_T_172,1,1.0,True,12.837999999999994,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_090_example_K_0.88_T_136,1,,False,22.453999999999997,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_091_example_K_0.55_T_156,1,,False,0.0,1.5596799999999966,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_deepseek_v4_flash,DeepSeek-V4-Flash,group_092_example_K_0.79_T_162,1,1.0,True,11.230000000000008,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
